t, u1,u2,u3,u4,x,y,theta,xp,yp,thetap,xt,yt,thetat,xtp,ytp,theatp,xgp,ygp,thetagp,xd,yd,thetad,xpd,ypd,thetaph,xppd,yppd,thetappd;
37.085,7.370,-4.837,1.675,0.858,-0.225,-0.417,23.157,0.359,-0.179,0.000, 0.097,-0.066, 1.715, 0.055, 0.058, 0.380, 0.249,-0.139, 0.249,-0.129,-0.483,24.872, 0.304,-0.081, 0.628, 0.025, 0.095, 0.000;
37.097,6.708,-6.514,0.853,-0.659,-0.221,-0.420,23.171,0.373,-0.186,1.126, 0.096,-0.064, 1.709,-0.065,-0.059, 0.256, 0.370,-0.019, 0.372,-0.125,-0.484,24.880, 0.304,-0.079, 0.628, 0.025, 0.096, 0.000;
37.110,7.236,-4.768,1.531,0.937,-0.219,-0.420,23.190,0.175,0.000,1.494, 0.097,-0.065, 1.698, 0.064,-0.184, 0.119, 0.241, 0.108, 0.509,-0.121,-0.485,24.888, 0.305,-0.076, 0.628, 0.024, 0.096, 0.000;
37.114,8.891,-5.416,3.366,0.109,-0.214,-0.422,23.190,1.073,-0.537,0.000, 0.094,-0.064, 1.701, 0.022,-0.141, 0.077, 0.283, 0.066, 0.551,-0.120,-0.485,24.890, 0.305,-0.075, 0.628, 0.024, 0.096, 0.000;
37.134,8.187,-5.062,2.699,0.426,-0.210,-0.422,23.195,0.224,0.000,0.262, 0.096,-0.065, 1.708,-0.180, 0.063,-0.128, 0.485,-0.135, 0.756,-0.114,-0.487,24.903, 0.306,-0.072, 0.628, 0.023, 0.096, 0.000;
37.146,5.476,-3.957,0.181,1.338,-0.205,-0.424,23.203,0.365,-0.183,0.688, 0.095,-0.064, 1.707,-0.053,-0.057,-0.003, 0.360,-0.012, 0.632,-0.110,-0.488,24.910, 0.306,-0.069, 0.628, 0.022, 0.096, 0.000;
37.150,7.107,-4.675,1.683,0.749,-0.201,-0.426,23.203,1.244,-0.622,0.000, 0.092,-0.062, 1.710,-0.017,-0.020, 0.034, 0.324,-0.048, 0.595,-0.109,-0.488,24.913, 0.307,-0.069, 0.628, 0.022, 0.096, 0.000;
37.161,6.834,-5.030,1.364,0.441,-0.199,-0.429,23.217,0.206,-0.206,1.270, 0.093,-0.060, 1.703,-0.126, 0.092,-0.076, 0.433,-0.158, 0.705,-0.106,-0.489,24.919, 0.307,-0.066, 0.628, 0.021, 0.096, 0.000;
37.182,5.245,-4.509,-0.087,0.823,-0.194,-0.429,23.222,0.205,0.000,0.225, 0.095,-0.062, 1.711, 0.094,-0.124, 0.142, 0.214, 0.061, 0.486,-0.099,-0.490,24.933, 0.308,-0.062, 0.628, 0.020, 0.097, 0.000;
37.194,8.387,-5.761,2.795,-0.169,-0.190,-0.431,23.222,0.385,-0.192,0.000, 0.094,-0.060, 1.719, 0.211,-0.003, 0.265, 0.098,-0.057, 0.364,-0.096,-0.491,24.940, 0.308,-0.060, 0.628, 0.019, 0.097, 0.000;
37.206,7.797,-7.417,2.053,-1.673,-0.185,-0.433,23.222,0.377,-0.188,0.000, 0.093,-0.058, 1.726, 0.091, 0.118, 0.389, 0.218,-0.176, 0.240,-0.092,-0.491,24.948, 0.309,-0.058, 0.628, 0.018, 0.097, 0.000;
37.218,6.154,-6.943,0.254,-1.043,-0.181,-0.437,23.217,0.360,-0.360,-0.395, 0.093,-0.055, 1.739,-0.033, 0.245, 0.520, 0.343,-0.301, 0.108,-0.088,-0.492,24.956, 0.309,-0.055, 0.628, 0.017, 0.097, 0.000;
37.231,4.453,-6.465,-1.626,-0.386,-0.179,-0.437,23.236,0.170,0.000,1.417, 0.095,-0.055, 1.728, 0.100, 0.114, 0.384, 0.210,-0.167, 0.244,-0.084,-0.493,24.964, 0.310,-0.053, 0.628, 0.017, 0.097, 0.000;
37.243,6.210,-7.052,0.309,-1.150,-0.174,-0.440,23.236,0.379,-0.189,0.000, 0.094,-0.054, 1.736,-0.019, 0.235, 0.266, 0.329,-0.285, 0.363,-0.080,-0.494,24.971, 0.310,-0.050, 0.628, 0.016, 0.097, 0.000;
37.255,4.460,-6.465,-1.340,-0.665,-0.170,-0.442,23.236,0.375,-0.187,0.000, 0.093,-0.052, 1.743, 0.101, 0.117, 0.386, 0.210,-0.165, 0.242,-0.077,-0.494,24.979, 0.310,-0.048, 0.628, 0.015, 0.098, 0.000;
37.268,6.111,-7.054,0.159,-1.102,-0.165,-0.444,23.249,0.359,-0.179,1.114, 0.092,-0.051, 1.737,-0.024, 0.245, 0.257, 0.335,-0.290, 0.371,-0.073,-0.495,24.987, 0.311,-0.046, 0.628, 0.014, 0.098, 0.000;
37.271,4.254,-6.442,-1.541,-0.647,-0.163,-0.446,23.254,0.574,-0.574,1.142, 0.091,-0.048, 1.735, 0.015, 0.206, 0.218, 0.296,-0.251, 0.411,-0.072,-0.495,24.989, 0.311,-0.045, 0.628, 0.014, 0.098, 0.000;
37.293,4.657,-6.593,-1.091,-0.846,-0.158,-0.449,23.254,0.207,-0.103,0.000, 0.094,-0.047, 1.749,-0.202, 0.427, 0.000, 0.513,-0.467, 0.628,-0.065,-0.496,25.003, 0.312,-0.041, 0.628, 0.013, 0.098, 0.000;
37.296,1.617,-5.706,-3.943,-0.146,-0.156,-0.451,23.268,0.830,-0.830,5.137, 0.092,-0.045, 1.737,-0.174, 0.399,-0.027, 0.485,-0.440, 0.655,-0.064,-0.496,25.004, 0.312,-0.040, 0.628, 0.013, 0.098, 0.000;
37.317,1.834,-5.778,-3.658,-0.285,-0.152,-0.455,23.263,0.205,-0.205,-0.196, 0.095,-0.041, 1.755, 0.049, 0.184, 0.195, 0.263,-0.220, 0.434,-0.057,-0.497,25.018, 0.312,-0.036, 0.628, 0.011, 0.098, 0.000;
37.321,4.855,-7.054,-0.930,-1.270,-0.147,-0.458,23.263,1.145,-0.573,0.000, 0.091,-0.039, 1.757, 0.010, 0.146, 0.235, 0.302,-0.181, 0.393,-0.056,-0.497,25.021, 0.312,-0.035, 0.628, 0.011, 0.098, 0.000;
37.332,4.957,-6.430,-0.878,-0.595,-0.145,-0.458,23.282,0.211,0.000,1.721, 0.092,-0.040, 1.746,-0.096, 0.042, 0.127, 0.409,-0.075, 0.502,-0.053,-0.497,25.027, 0.312,-0.033, 0.628, 0.010, 0.098, 0.000;
37.354,5.311,-4.950,-0.373,0.733,-0.141,-0.462,23.278,0.205,-0.205,-0.187, 0.095,-0.036, 1.763, 0.123, 0.268, 0.350, 0.190,-0.297, 0.279,-0.046,-0.498,25.041, 0.313,-0.029, 0.628, 0.009, 0.098, 0.000;
37.366,4.517,-8.271,-1.459,-2.295,-0.138,-0.462,23.296,0.182,0.000,1.478, 0.096,-0.036, 1.753, 0.247, 0.143, 0.222, 0.066,-0.170, 0.406,-0.042,-0.498,25.049, 0.313,-0.026, 0.628, 0.008, 0.098, 0.000;
37.378,6.195,-8.706,0.387,-2.898,-0.134,-0.464,23.296,0.372,-0.186,0.000, 0.096,-0.034, 1.760, 0.125, 0.025, 0.102, 0.188,-0.049, 0.526,-0.038,-0.499,25.056, 0.313,-0.024, 0.628, 0.008, 0.098, 0.000;
37.391,6.537,-6.957,0.833,-1.252,-0.132,-0.466,23.310,0.179,-0.179,1.138, 0.097,-0.032, 1.754, 0.250, 0.153,-0.027, 0.063,-0.175, 0.655,-0.034,-0.499,25.064, 0.313,-0.022, 0.628, 0.007, 0.098, 0.000;
37.403,5.952,-8.723,0.403,-3.175,-0.127,-0.469,23.310,0.369,-0.184,0.000, 0.097,-0.030, 1.762, 0.127, 0.034, 0.096, 0.186,-0.053, 0.532,-0.031,-0.499,25.072, 0.314,-0.019, 0.628, 0.006, 0.099, 0.000;
37.414,6.420,-7.078,0.717,-1.375,-0.125,-0.469,23.328,0.193,0.000,1.530, 0.098,-0.031, 1.751, 0.243,-0.079,-0.024, 0.071, 0.062, 0.652,-0.027,-0.499,25.079, 0.314,-0.017, 0.628, 0.005, 0.099, 0.000;
37.426,7.965,-7.442,2.422,-1.899,-0.121,-0.471,23.328,0.380,-0.190,0.000, 0.097,-0.029, 1.759, 0.124, 0.042, 0.095, 0.190,-0.056, 0.534,-0.023,-0.499,25.086, 0.314,-0.015, 0.628, 0.005, 0.099, 0.000;
37.438,6.336,-7.098,0.645,-1.406,-0.118,-0.473,23.342,0.179,-0.179,1.133, 0.099,-0.026, 1.752, 0.249, 0.169,-0.034, 0.065,-0.182, 0.662,-0.019,-0.500,25.094, 0.314,-0.012, 0.628, 0.004, 0.099, 0.000;
37.450,5.896,-8.843,0.361,-3.308,-0.116,-0.473,23.356,0.186,0.000,1.189, 0.100,-0.027, 1.746, 0.129, 0.051,-0.158, 0.185,-0.060, 0.787,-0.016,-0.500,25.102, 0.314,-0.010, 0.628, 0.003, 0.099, 0.000;
37.463,6.197,-7.142,0.815,-1.761,-0.112,-0.475,23.356,0.350,-0.175,0.000, 0.100,-0.024, 1.754, 0.000, 0.182,-0.028, 0.314,-0.189, 0.657,-0.012,-0.500,25.110, 0.314,-0.007, 0.628, 0.002, 0.099, 0.000;
37.475,4.373,-6.899,-1.172,-1.354,-0.109,-0.475,23.356,0.188,0.000,0.000, 0.102,-0.025, 1.761, 0.120, 0.064, 0.095, 0.194,-0.069, 0.533,-0.008,-0.500,25.117, 0.314,-0.005, 0.628, 0.002, 0.099, 0.000;
37.487,6.214,-7.342,0.514,-1.642,-0.107,-0.478,23.370,0.184,-0.184,1.182, 0.103,-0.022, 1.754,-0.001, 0.189,-0.027, 0.315,-0.191, 0.655,-0.004,-0.500,25.125, 0.314,-0.003, 0.628, 0.001, 0.099, 0.000;
37.500,4.429,-7.039,-1.119,-1.490,-0.105,-0.478,23.385,0.178,0.000,1.151, 0.105,-0.022, 1.748, 0.125, 0.064,-0.156, 0.189,-0.064, 0.784,-0.000,-0.500,25.133, 0.314,-0.000, 0.628, 0.000, 0.099, 0.000;
37.512,6.162,-7.339,0.771,-1.948,-0.100,-0.478,23.387,0.374,0.000,0.214, 0.104,-0.022, 1.753, 0.004, 0.186,-0.035, 0.310,-0.184, 0.663, 0.004,-0.500,25.140, 0.314, 0.002, 0.628,-0.001, 0.099, 0.000;
37.525,4.562,-7.070,-0.973,-1.535,-0.098,-0.480,23.399,0.166,-0.166,0.890, 0.106,-0.020, 1.749, 0.140, 0.323,-0.171, 0.174,-0.318, 0.799, 0.008,-0.500,25.149, 0.314, 0.005, 0.628,-0.002, 0.099, 0.000;
37.538,4.126,-9.035,-1.254,-3.655,-0.094,-0.480,23.399,0.351,0.000,0.000, 0.106,-0.020, 1.757, 0.011, 0.196,-0.039, 0.303,-0.189, 0.667, 0.012,-0.500,25.156, 0.314, 0.007, 0.628,-0.002, 0.099, 0.000;
37.541,4.552,-7.273,-0.994,-1.727,-0.092,-0.480,23.416,0.787,0.000,5.897, 0.104,-0.020, 1.742, 0.040, 0.168,-0.067, 0.274,-0.160, 0.696, 0.013,-0.500,25.158, 0.314, 0.008, 0.628,-0.003, 0.099, 0.000;
37.552,4.940,-7.219,-0.528,-1.751,-0.089,-0.480,23.430,0.194,0.000,1.256, 0.106,-0.020, 1.735, 0.154, 0.055,-0.189, 0.160,-0.045, 0.817, 0.016,-0.500,25.165, 0.314, 0.010, 0.628,-0.003, 0.099, 0.000;
37.574,6.574,-7.360,1.258,-2.044,-0.087,-0.480,23.445,0.102,0.000,0.665, 0.110,-0.020, 1.734, 0.372, 0.277,-0.419,-0.059,-0.263, 1.048, 0.023,-0.499,25.179, 0.314, 0.015, 0.628,-0.005, 0.099, 0.000;
37.578,6.168,-10.517,1.098,-5.447,-0.083,-0.480,23.445,1.224,0.000,0.000, 0.107,-0.020, 1.737, 0.335, 0.241,-0.380,-0.021,-0.226, 1.009, 0.024,-0.499,25.181, 0.314, 0.015, 0.628,-0.005, 0.099, 0.000;
37.589,6.262,-9.856,1.144,-4.738,-0.080,-0.480,23.459,0.201,0.000,1.308, 0.108,-0.019, 1.729, 0.222, 0.131,-0.268, 0.092,-0.114, 0.896, 0.028,-0.499,25.188, 0.314, 0.017, 0.628,-0.005, 0.099, 0.000;
37.611,6.476,-8.363,1.262,-3.149,-0.076,-0.480,23.459,0.204,0.000,0.000, 0.111,-0.019, 1.743, 0.000,-0.083,-0.039, 0.313, 0.105, 0.667, 0.035,-0.499,25.202, 0.313, 0.022, 0.628,-0.007, 0.098, 0.000;
37.623,6.978,-5.433,1.479,0.067,-0.074,-0.480,23.474,0.178,0.000,1.165, 0.112,-0.019, 1.736, 0.128, 0.045, 0.088, 0.185,-0.020, 0.540, 0.039,-0.499,25.210, 0.313, 0.024, 0.628,-0.008, 0.098, 0.000;
37.635,6.912,-7.373,1.299,-1.760,-0.069,-0.480,23.474,0.361,0.000,0.000, 0.112,-0.018, 1.744, 0.003,-0.077, 0.216, 0.310, 0.104, 0.412, 0.042,-0.498,25.218, 0.313, 0.027, 0.628,-0.008, 0.098, 0.000;
37.648,7.136,-5.625,1.363,0.148,-0.067,-0.480,23.489,0.181,0.000,1.184, 0.113,-0.018, 1.737, 0.128, 0.050, 0.090, 0.185,-0.021, 0.538, 0.046,-0.498,25.226, 0.313, 0.029, 0.628,-0.009, 0.098, 0.000;
37.660,7.078,-7.273,1.459,-1.655,-0.065,-0.480,23.518,0.188,0.000,2.470, 0.115,-0.018, 1.715, 0.009,-0.067,-0.040, 0.304, 0.099, 0.669, 0.050,-0.497,25.233, 0.313, 0.031, 0.628,-0.010, 0.098, 0.000;
37.671,7.062,-5.542,1.651,-0.132,-0.060,-0.480,23.518,0.387,0.000,0.000, 0.114,-0.017, 1.722,-0.107, 0.051,-0.160, 0.420,-0.018, 0.788, 0.054,-0.497,25.240, 0.312, 0.034, 0.628,-0.011, 0.098, 0.000;
37.684,5.340,-5.381,0.033,-0.074,-0.058,-0.480,23.532,0.175,0.000,1.118, 0.116,-0.017, 1.716, 0.021,-0.074,-0.292, 0.291, 0.110, 0.921, 0.058,-0.497,25.248, 0.312, 0.036, 0.628,-0.011, 0.098, 0.000;
37.696,7.108,-5.444,1.962,-0.297,-0.054,-0.480,23.532,0.383,0.000,0.000, 0.115,-0.016, 1.724,-0.096, 0.046,-0.173, 0.408,-0.007, 0.801, 0.061,-0.496,25.256, 0.312, 0.039, 0.628,-0.012, 0.098, 0.000;
37.708,5.493,-5.427,0.197,-0.130,-0.051,-0.478,23.547,0.186,0.186,1.260, 0.116,-0.018, 1.716, 0.025,-0.074,-0.294, 0.286, 0.115, 0.923, 0.065,-0.496,25.263, 0.311, 0.041, 0.628,-0.013, 0.098, 0.000;
37.720,7.233,-5.384,2.089,-0.240,-0.047,-0.478,23.547,0.365,0.000,0.000, 0.116,-0.018, 1.724,-0.098, 0.052,-0.167, 0.410,-0.009, 0.795, 0.069,-0.495,25.271, 0.311, 0.043, 0.628,-0.014, 0.098, 0.000;
37.732,5.538,-5.406,0.235,-0.103,-0.042,-0.478,23.562,0.358,0.000,1.180, 0.115,-0.017, 1.717, 0.027,-0.071,-0.042, 0.284, 0.116, 0.670, 0.073,-0.495,25.279, 0.311, 0.046, 0.628,-0.014, 0.098, 0.000;
37.746,7.365,-5.407,1.951,0.006,-0.040,-0.478,23.577,0.161,0.000,1.058, 0.117,-0.016, 1.711, 0.165, 0.072,-0.184, 0.145,-0.024, 0.812, 0.077,-0.494,25.287, 0.310, 0.048, 0.628,-0.015, 0.098, 0.000;
37.750,7.327,-7.413,2.083,-2.169,-0.036,-0.478,23.577,1.201,0.000,0.059, 0.114,-0.016, 1.713, 0.128, 0.036,-0.146, 0.183, 0.014, 0.774, 0.078,-0.494,25.290, 0.310, 0.049, 0.628,-0.015, 0.097, 0.000;
37.761,7.226,-6.813,1.935,-1.522,-0.031,-0.475,23.577,0.402,0.201,-0.020, 0.113,-0.018, 1.720, 0.014,-0.074,-0.030, 0.296, 0.126, 0.658, 0.082,-0.493,25.297, 0.310, 0.051, 0.628,-0.016, 0.097, 0.000;
37.772,7.304,-5.142,1.867,0.294,-0.029,-0.475,23.591,0.196,0.000,1.290, 0.114,-0.017, 1.713, 0.128, 0.043,-0.145, 0.181, 0.011, 0.773, 0.085,-0.493,25.304, 0.310, 0.054, 0.628,-0.017, 0.097, 0.000;
37.794,7.340,-6.705,2.049,-1.414,-0.025,-0.475,23.606,0.204,0.000,0.670, 0.116,-0.016, 1.712,-0.094,-0.173,-0.370, 0.403, 0.231, 0.998, 0.092,-0.491,25.318, 0.309, 0.058, 0.628,-0.018, 0.097, 0.000;
37.798,7.069,-3.566,2.020,1.483,-0.020,-0.475,23.607,1.339,0.000,0.197, 0.113,-0.016, 1.713,-0.060,-0.138,-0.334, 0.369, 0.197, 0.962, 0.093,-0.491,25.320, 0.309, 0.058, 0.628,-0.018, 0.097, 0.000;
37.809,6.993,-3.982,1.901,1.111,-0.016,-0.475,23.607,0.395,0.000,0.000, 0.112,-0.015, 1.720, 0.053,-0.022,-0.212, 0.256, 0.082, 0.840, 0.096,-0.491,25.327, 0.308, 0.061, 0.628,-0.019, 0.097, 0.000;
37.831,7.108,-5.625,1.863,-0.381,-0.011,-0.473,23.621,0.206,0.103,0.645, 0.114,-0.016, 1.720,-0.167,-0.236, 0.013, 0.475, 0.301, 0.615, 0.103,-0.489,25.340, 0.307, 0.065, 0.628,-0.020, 0.097, 0.000;
37.843,7.103,-2.686,1.622,2.795,-0.007,-0.473,23.621,0.360,0.000,0.000, 0.114,-0.015, 1.728,-0.040,-0.106, 0.145, 0.347, 0.173, 0.483, 0.107,-0.488,25.348, 0.307, 0.067, 0.628,-0.021, 0.096, 0.000;
37.846,7.226,-4.607,1.579,1.039,-0.002,-0.473,23.621,1.503,0.000,0.000, 0.110,-0.015, 1.729,-0.011,-0.076, 0.177, 0.317, 0.143, 0.452, 0.108,-0.488,25.350, 0.307, 0.068, 0.628,-0.021, 0.096, 0.000;
37.868,7.174,-4.890,1.489,0.795, 0.002,-0.473,23.636,0.207,0.000,0.728, 0.112,-0.014, 1.727,-0.231, 0.146,-0.039, 0.537,-0.074, 0.668, 0.114,-0.487,25.364, 0.306, 0.072, 0.628,-0.023, 0.096, 0.000;
37.871,3.943,-5.129,-1.507,0.321, 0.007,-0.473,23.636,1.455,0.000,0.000, 0.109,-0.013, 1.729,-0.199, 0.116,-0.007, 0.505,-0.043, 0.636, 0.115,-0.486,25.366, 0.306, 0.073, 0.628,-0.023, 0.096, 0.000;
37.892,4.313,-5.011,-1.177,0.479, 0.009,-0.473,23.650,0.105,0.000,0.635, 0.113,-0.012, 1.729, 0.018,-0.094,-0.222, 0.286, 0.171, 0.851, 0.122,-0.485,25.379, 0.305, 0.077, 0.628,-0.024, 0.096, 0.000;
37.905,7.369,-4.780,2.108,0.481, 0.013,-0.473,23.665,0.349,0.000,1.139, 0.112,-0.011, 1.723,-0.111, 0.038,-0.094, 0.415, 0.041, 0.722, 0.126,-0.484,25.387, 0.304, 0.079, 0.628,-0.025, 0.096, 0.000;
37.909,5.527,-5.071,0.149,0.306, 0.018,-0.473,23.665,1.159,0.000,0.000, 0.109,-0.010, 1.725,-0.072, 0.000,-0.053, 0.376, 0.080, 0.682, 0.127,-0.484,25.389, 0.304, 0.080, 0.628,-0.025, 0.095, 0.000;
37.919,5.978,-4.961,0.551,0.467, 0.022,-0.475,23.666,0.432,-0.216,0.147, 0.108,-0.007, 1.730,-0.177, 0.107, 0.054, 0.481,-0.025, 0.574, 0.130,-0.483,25.396, 0.303, 0.082, 0.628,-0.026, 0.095, 0.000;
37.941,4.414,-5.258,-1.143,0.299, 0.027,-0.475,23.666,0.205,0.000,0.000, 0.110,-0.006, 1.744, 0.040,-0.108, 0.282, 0.262, 0.194, 0.346, 0.137,-0.481,25.410, 0.302, 0.086, 0.628,-0.027, 0.095, 0.000;
37.953,7.681,-5.152,1.839,0.690, 0.031,-0.475,23.681,0.354,0.000,1.168, 0.109,-0.004, 1.737, 0.167, 0.023, 0.154, 0.135, 0.066, 0.474, 0.141,-0.480,25.418, 0.301, 0.088, 0.628,-0.028, 0.095, 0.000;
37.965,7.684,-6.978,1.998,-1.292, 0.038,-0.478,23.668,0.559,-0.186,-1.100, 0.106,-0.001, 1.758, 0.043, 0.146, 0.283, 0.257,-0.055, 0.345, 0.144,-0.479,25.425, 0.301, 0.091, 0.628,-0.028, 0.095, 0.000;
37.977,5.900,-7.251,0.012,-1.363, 0.040,-0.478,23.681,0.191,0.000,1.129, 0.107,-0.000, 1.752, 0.160, 0.031, 0.401, 0.140, 0.062, 0.228, 0.148,-0.478,25.432, 0.300, 0.093, 0.628,-0.029, 0.094, 0.000;
37.989,7.610,-7.187,1.616,-1.193, 0.045,-0.478,23.681,0.377,0.000,0.000, 0.107, 0.001, 1.759, 0.039, 0.152, 0.521, 0.260,-0.057, 0.107, 0.151,-0.477,25.440, 0.299, 0.095, 0.628,-0.030, 0.094, 0.000;
38.002,5.909,-7.484,-0.236,-1.339, 0.049,-0.480,23.681,0.354,-0.177,0.000, 0.106, 0.004, 1.767,-0.088, 0.281, 0.649, 0.387,-0.184,-0.020, 0.155,-0.475,25.448, 0.299, 0.097, 0.628,-0.031, 0.094, 0.000;
