t, u1,u2,u3,u4,x,y,theta,xp,yp,thetap,xt,yt,thetat,xtp,ytp,theatp,xgp,ygp,thetagp,xd,yd,thetad,xpd,ypd,thetaph,xppd,yppd,thetappd;
2.811,4.513,-7.565,-2.528,-0.524, 0.004, 0.455, 1.302,-0.184,0.000,1.316,-0.102, 0.035, 2.035,-0.093,-0.132, 0.380,-0.215, 0.071, 0.248,-0.097, 0.490, 3.337,-0.308,-0.061, 0.628, 0.019,-0.097, 0.000;
2.823,6.167,-7.981,-0.707,-1.108, 0.000, 0.458, 1.318,-0.366,0.183,1.321,-0.101, 0.032, 2.027, 0.030,-0.258, 0.244,-0.338, 0.194, 0.384,-0.101, 0.490, 3.345,-0.308,-0.063, 0.628, 0.020,-0.097, 0.000;
2.835,4.299,-7.486,-2.403,-0.783,-0.002, 0.460, 1.334,-0.193,0.193,1.400,-0.102, 0.029, 2.018,-0.086,-0.143, 0.113,-0.221, 0.078, 0.515,-0.104, 0.489, 3.352,-0.307,-0.066, 0.628, 0.021,-0.097, 0.000;
2.846,5.732,-7.922,-0.803,-1.386,-0.007, 0.462, 1.334,-0.380,0.190,0.000,-0.101, 0.026, 2.025, 0.033,-0.264,-0.012,-0.340, 0.196, 0.640,-0.108, 0.488, 3.359,-0.307,-0.068, 0.628, 0.021,-0.096, 0.000;
2.858,3.950,-7.499,-2.476,-1.073,-0.009, 0.462, 1.350,-0.188,0.000,1.375,-0.103, 0.025, 2.016,-0.087,-0.146,-0.140,-0.219, 0.076, 0.768,-0.112, 0.487, 3.367,-0.306,-0.070, 0.628, 0.022,-0.096, 0.000;
2.870,5.523,-7.868,-0.739,-1.606,-0.013, 0.464, 1.350,-0.366,0.183,0.000,-0.102, 0.022, 2.024, 0.037,-0.271,-0.264,-0.343, 0.199, 0.892,-0.115, 0.487, 3.374,-0.306,-0.072, 0.628, 0.023,-0.096, 0.000;
2.883,3.690,-7.469,-2.465,-1.314,-0.016, 0.464, 1.370,-0.184,0.000,1.637,-0.103, 0.021, 2.012,-0.085,-0.151,-0.390,-0.220, 0.076, 1.018,-0.119, 0.486, 3.382,-0.305,-0.075, 0.628, 0.023,-0.096, 0.000;
2.895,5.456,-7.734,-0.527,-1.751,-0.018, 0.466, 1.403,-0.179,0.179,2.623,-0.105, 0.018, 1.987, 0.041,-0.279,-0.528,-0.345, 0.202, 1.156,-0.123, 0.485, 3.390,-0.305,-0.077, 0.628, 0.024,-0.096, 0.000;
2.908,3.557,-7.460,-2.201,-1.703,-0.020, 0.466, 1.419,-0.178,0.000,1.318,-0.107, 0.017, 1.978,-0.085,-0.155,-0.663,-0.219, 0.075, 1.291,-0.127, 0.484, 3.398,-0.304,-0.080, 0.628, 0.025,-0.095, 0.000;
2.920,5.254,-7.725,-0.333,-2.138,-0.025, 0.466, 1.422,-0.352,0.000,0.196,-0.106, 0.016, 1.984, 0.044,-0.030,-0.535,-0.347,-0.052, 1.164,-0.131, 0.483, 3.406,-0.303,-0.082, 0.628, 0.026,-0.095, 0.000;
2.932,5.559,-5.978,-0.180,-0.238,-0.027, 0.469, 1.436,-0.190,0.190,1.201,-0.107, 0.013, 1.977,-0.075,-0.151,-0.417,-0.228, 0.067, 1.046,-0.134, 0.482, 3.413,-0.303,-0.084, 0.628, 0.026,-0.095, 0.000;
2.944,5.381,-7.802,-0.462,-1.959,-0.029, 0.469, 1.455,-0.188,0.000,1.571,-0.109, 0.012, 1.966, 0.045,-0.034,-0.539,-0.347,-0.053, 1.167,-0.138, 0.481, 3.420,-0.302,-0.086, 0.628, 0.027,-0.095, 0.000;
2.956,5.533,-6.071,-0.146,-0.392,-0.031, 0.469, 1.471,-0.177,0.000,1.306,-0.110, 0.011, 1.957,-0.082,-0.163,-0.667,-0.220, 0.074, 1.296,-0.141, 0.480, 3.428,-0.301,-0.089, 0.628, 0.028,-0.095, 0.000;
2.969,5.340,-7.841,-0.176,-2.325,-0.033, 0.469, 1.488,-0.184,0.000,1.363,-0.112, 0.010, 1.948, 0.040,-0.043,-0.790,-0.341,-0.048, 1.418,-0.145, 0.478, 3.436,-0.301,-0.091, 0.628, 0.029,-0.094, 0.000;
2.981,5.447,-6.072,0.090,-0.714,-0.036, 0.469, 1.504,-0.177,0.000,1.316,-0.113, 0.009, 1.940,-0.086,-0.172,-0.916,-0.214, 0.079, 1.544,-0.149, 0.477, 3.444,-0.300,-0.094, 0.628, 0.029,-0.094, 0.000;
2.994,5.231,-7.888,0.035,-2.692,-0.038, 0.469, 1.504,-0.170,0.000,0.000,-0.115, 0.007, 1.948, 0.046,-0.043,-0.775,-0.345,-0.053, 1.403,-0.153, 0.476, 3.452,-0.299,-0.096, 0.628, 0.030,-0.094, 0.000;
3.007,5.436,-6.200,0.064,-0.828,-0.042, 0.469, 1.505,-0.363,0.000,0.089,-0.114, 0.006, 1.955,-0.076,-0.169,-0.638,-0.222, 0.071, 1.266,-0.156, 0.475, 3.460,-0.298,-0.098, 0.628, 0.031,-0.094, 0.000;
3.018,5.400,-8.013,-0.138,-2.475,-0.045, 0.469, 1.522,-0.188,0.000,1.378,-0.115, 0.005, 1.946,-0.194,-0.052,-0.510,-0.103,-0.049, 1.138,-0.160, 0.474, 3.467,-0.298,-0.101, 0.628, 0.032,-0.094, 0.000;
3.031,7.219,-8.161,1.574,-2.516,-0.047, 0.469, 1.538,-0.183,0.000,1.342,-0.117, 0.004, 1.937,-0.071,-0.177,-0.384,-0.226, 0.074, 1.012,-0.164, 0.472, 3.475,-0.297,-0.103, 0.628, 0.032,-0.093, 0.000;
3.044,5.589,-8.202,-0.162,-2.450,-0.049, 0.469, 1.554,-0.171,0.000,1.258,-0.118, 0.002, 1.929,-0.201,-0.048,-0.253,-0.095,-0.057, 0.881,-0.168, 0.471, 3.483,-0.296,-0.105, 0.628, 0.033,-0.093, 0.000;
3.056,7.586,-8.313,1.722,-2.449,-0.051, 0.469, 1.571,-0.188,0.000,1.383,-0.120, 0.001, 1.920,-0.081,-0.170,-0.374,-0.215, 0.062, 1.002,-0.171, 0.470, 3.491,-0.295,-0.107, 0.628, 0.034,-0.093, 0.000;
3.068,5.874,-8.272,0.167,-2.564,-0.054, 0.469, 1.587,-0.180,0.000,1.342,-0.121,-0.000, 1.911,-0.205,-0.047,-0.501,-0.090,-0.063, 1.129,-0.175, 0.468, 3.498,-0.294,-0.110, 0.628, 0.034,-0.092, 0.000;
3.080,7.645,-8.173,2.101,-2.629,-0.056, 0.469, 1.604,-0.178,0.000,1.331,-0.123,-0.002, 1.902,-0.078,-0.175,-0.629,-0.216, 0.063, 1.257,-0.178, 0.467, 3.506,-0.293,-0.112, 0.628, 0.035,-0.092, 0.000;
3.092,5.837,-8.198,0.456,-2.817,-0.058, 0.466, 1.620,-0.187,-0.187,1.325,-0.124,-0.001, 1.894,-0.197,-0.056,-0.750,-0.096,-0.058, 1.378,-0.182, 0.466, 3.514,-0.293,-0.114, 0.628, 0.036,-0.092, 0.000;
3.105,7.698,-7.883,2.471,-2.656,-0.058, 0.466, 1.653,0.000,0.000,2.630,-0.127,-0.002, 1.869,-0.320,-0.183,-0.882, 0.029, 0.067, 1.511,-0.185, 0.464, 3.522,-0.292,-0.117, 0.628, 0.037,-0.092, 0.000;
3.117,7.903,-9.617,2.897,-4.610,-0.060, 0.466, 1.669,-0.180,0.000,1.312,-0.129,-0.004, 1.861,-0.194,-0.061,-1.010,-0.097,-0.058, 1.639,-0.189, 0.463, 3.529,-0.291,-0.119, 0.628, 0.037,-0.091, 0.000;
3.130,7.715,-7.773,2.871,-2.929,-0.062, 0.466, 1.685,-0.177,0.000,1.283,-0.130,-0.005, 1.852,-0.067,-0.190,-0.884,-0.223, 0.069, 1.512,-0.193, 0.461, 3.537,-0.290,-0.121, 0.628, 0.038,-0.091, 0.000;
3.142,6.050,-8.083,1.098,-3.131,-0.065, 0.466, 1.701,-0.184,0.000,1.332,-0.132,-0.007, 1.844, 0.055,-0.070,-0.761,-0.344,-0.053, 1.389,-0.196, 0.460, 3.545,-0.289,-0.123, 0.628, 0.039,-0.091, 0.000;
3.147,5.865,-6.509,0.810,-1.454,-0.067, 0.464, 1.701,-0.479,-0.479,0.000,-0.131,-0.005, 1.847, 0.009,-0.024,-0.711,-0.297,-0.100, 1.339,-0.198, 0.459, 3.548,-0.289,-0.124, 0.628, 0.039,-0.091, 0.000;
3.158,6.624,-6.312,1.506,-1.195,-0.069, 0.464, 1.717,-0.203,0.000,1.461,-0.132,-0.006, 1.838, 0.120,-0.136,-0.598,-0.408, 0.010, 1.226,-0.201, 0.458, 3.555,-0.288,-0.126, 0.628, 0.040,-0.090, 0.000;
3.169,5.165,-6.621,-0.043,-1.413,-0.071, 0.464, 1.736,-0.200,0.000,1.670,-0.133,-0.008, 1.826, 0.008,-0.027,-0.711,-0.295,-0.102, 1.339,-0.204, 0.456, 3.562,-0.287,-0.128, 0.628, 0.040,-0.090, 0.000;
3.190,6.710,-6.304,1.659,-1.252,-0.074, 0.464, 1.752,-0.104,0.000,0.755,-0.136,-0.011, 1.823,-0.205,-0.246,-0.927,-0.080, 0.114, 1.555,-0.210, 0.454, 3.575,-0.285,-0.132, 0.628, 0.041,-0.090, 0.000;
3.203,7.172,-9.417,2.358,-4.603,-0.078, 0.464, 1.752,-0.358,0.000,0.000,-0.136,-0.012, 1.831,-0.079,-0.122,-0.786,-0.205,-0.012, 1.415,-0.214, 0.452, 3.583,-0.284,-0.134, 0.628, 0.042,-0.089, 0.000;
3.215,6.931,-7.719,1.943,-2.732,-0.080, 0.462, 1.768,-0.184,-0.184,1.326,-0.137,-0.012, 1.823,-0.199,-0.002,-0.654,-0.084,-0.134, 1.282,-0.217, 0.450, 3.591,-0.283,-0.136, 0.628, 0.043,-0.089, 0.000;
3.227,8.804,-7.355,3.702,-2.253,-0.083, 0.462, 1.784,-0.185,0.000,1.324,-0.138,-0.013, 1.814,-0.077,-0.126,-0.526,-0.205,-0.012, 1.154,-0.221, 0.449, 3.598,-0.282,-0.139, 0.628, 0.044,-0.089, 0.000;
3.239,7.061,-7.950,1.850,-2.739,-0.087, 0.462, 1.768,-0.369,0.000,-1.321,-0.137,-0.015, 1.838, 0.046,-0.007,-0.385,-0.327,-0.134, 1.014,-0.224, 0.447, 3.606,-0.281,-0.141, 0.628, 0.044,-0.088, 0.000;
3.251,6.790,-6.345,1.356,-0.911,-0.089, 0.462, 1.784,-0.181,0.000,1.294,-0.138,-0.017, 1.830,-0.078,-0.134,-0.249,-0.202,-0.009, 0.878,-0.227, 0.445, 3.614,-0.280,-0.143, 0.628, 0.045,-0.088, 0.000;
3.263,7.208,-8.244,1.656,-2.692,-0.094, 0.460, 1.784,-0.377,-0.188,0.000,-0.137,-0.016, 1.837, 0.043,-0.016,-0.118,-0.322,-0.129, 0.746,-0.231, 0.444, 3.621,-0.279,-0.145, 0.628, 0.046,-0.088, 0.000;
3.275,6.877,-6.619,1.162,-0.904,-0.098, 0.460, 1.784,-0.373,0.000,0.000,-0.136,-0.018, 1.844,-0.075,-0.139, 0.015,-0.202,-0.008, 0.613,-0.234, 0.442, 3.629,-0.278,-0.147, 0.628, 0.046,-0.087, 0.000;
3.287,7.319,-8.343,1.439,-2.462,-0.100, 0.460, 1.804,-0.189,0.000,1.664,-0.137,-0.020, 1.832,-0.192,-0.023, 0.136,-0.084,-0.126, 0.492,-0.237, 0.440, 3.636,-0.277,-0.149, 0.628, 0.047,-0.087, 0.000;
3.299,8.981,-8.096,3.012,-2.127,-0.105, 0.460, 1.804,-0.371,0.000,0.000,-0.136,-0.021, 1.840,-0.069,-0.146, 0.261,-0.206,-0.005, 0.367,-0.241, 0.438, 3.644,-0.275,-0.151, 0.628, 0.047,-0.087, 0.000;
3.312,7.243,-8.636,1.117,-2.511,-0.109, 0.458, 1.800,-0.354,-0.177,-0.298,-0.135,-0.021, 1.851, 0.059,-0.021, 0.394,-0.333,-0.133, 0.235,-0.244, 0.436, 3.652,-0.274,-0.153, 0.628, 0.048,-0.086, 0.000;
3.324,6.874,-6.936,0.570,-0.632,-0.114, 0.458, 1.800,-0.358,0.000,0.000,-0.134,-0.023, 1.859,-0.065,-0.149, 0.523,-0.208,-0.007, 0.105,-0.247, 0.434, 3.659,-0.273,-0.155, 0.628, 0.049,-0.086, 0.000;
3.337,7.249,-8.818,0.783,-2.352,-0.118, 0.458, 1.800,-0.341,0.000,0.000,-0.133,-0.025, 1.868, 0.069,-0.020, 0.658,-0.340,-0.138,-0.030,-0.251, 0.432, 3.668,-0.272,-0.158, 0.628, 0.050,-0.085, 0.000;
3.350,6.858,-7.083,0.224,-0.449,-0.123, 0.458, 1.816,-0.350,0.000,1.236,-0.132,-0.027, 1.860,-0.058,-0.150, 0.524,-0.212,-0.010, 0.104,-0.254, 0.430, 3.676,-0.270,-0.160, 0.628, 0.050,-0.085, 0.000;
3.353,7.109,-8.840,0.641,-2.372,-0.127, 0.458, 1.816,-1.324,0.000,0.000,-0.128,-0.028, 1.862,-0.024,-0.117, 0.489,-0.246,-0.043, 0.139,-0.255, 0.430, 3.678,-0.270,-0.160, 0.628, 0.050,-0.085, 0.000;
3.364,6.845,-8.284,0.407,-1.846,-0.132, 0.458, 1.820,-0.398,0.000,0.355,-0.127,-0.030, 1.865, 0.092,-0.007, 0.374,-0.361,-0.156, 0.255,-0.258, 0.428, 3.685,-0.269,-0.162, 0.628, 0.051,-0.084, 0.000;
3.386,6.248,-6.723,-0.077,-0.398,-0.136, 0.455, 1.816,-0.207,-0.104,-0.185,-0.128,-0.031, 1.883, 0.310, 0.206, 0.591,-0.576,-0.372, 0.037,-0.264, 0.425, 3.698,-0.267,-0.166, 0.628, 0.052,-0.084, 0.000;
3.399,5.620,-4.005,-0.992,2.606,-0.143, 0.455, 1.800,-0.527,0.000,-1.240,-0.125,-0.033, 1.906, 0.182, 0.073, 0.728,-0.448,-0.241,-0.099,-0.268, 0.422, 3.706,-0.265,-0.168, 0.628, 0.053,-0.083, 0.000;
3.411,5.940,-5.937,-0.891,0.894,-0.147, 0.455, 1.800,-0.364,0.000,0.000,-0.124,-0.035, 1.914, 0.061,-0.054, 0.855,-0.325,-0.116,-0.227,-0.271, 0.420, 3.714,-0.264,-0.170, 0.628, 0.053,-0.083, 0.000;
3.423,6.295,-7.796,-0.696,-0.805,-0.154, 0.455, 1.800,-0.545,0.000,0.000,-0.120,-0.037, 1.922, 0.186,-0.179, 0.979,-0.449, 0.007,-0.351,-0.274, 0.418, 3.722,-0.263,-0.172, 0.628, 0.054,-0.083, 0.000;
3.426,4.455,-8.277,-2.692,-1.130,-0.158, 0.455, 1.800,-1.717,0.000,0.000,-0.116,-0.038, 1.923, 0.160,-0.153, 0.953,-0.423,-0.019,-0.325,-0.275, 0.418, 3.723,-0.262,-0.173, 0.628, 0.054,-0.082, 0.000;
3.447,4.596,-8.126,-2.528,-1.001,-0.165, 0.455, 1.788,-0.315,0.000,-0.582,-0.115,-0.041, 1.949, 0.379, 0.056, 1.173,-0.639,-0.232,-0.545,-0.280, 0.414, 3.737,-0.260,-0.176, 0.628, 0.055,-0.082, 0.000;
3.459,3.896,-5.427,-3.543,2.013,-0.170, 0.453, 1.784,-0.360,-0.180,-0.283,-0.114,-0.041, 1.960, 0.251, 0.178, 1.047,-0.510,-0.356,-0.419,-0.284, 0.412, 3.744,-0.259,-0.178, 0.628, 0.056,-0.081, 0.000;
3.472,5.579,-4.979,-1.763,2.363,-0.174, 0.453, 1.800,-0.361,0.000,1.284,-0.113,-0.043, 1.952, 0.127, 0.050, 0.912,-0.384,-0.230,-0.284,-0.287, 0.410, 3.752,-0.257,-0.180, 0.628, 0.057,-0.081, 0.000;
3.484,5.729,-6.738,-1.444,0.435,-0.181, 0.453, 1.784,-0.532,0.000,-1.260,-0.109,-0.046, 1.976, 0.255,-0.079, 0.785,-0.511,-0.103,-0.156,-0.290, 0.407, 3.760,-0.256,-0.182, 0.628, 0.057,-0.080, 0.000;
3.496,3.779,-7.099,-3.334,0.015,-0.185, 0.453, 1.800,-0.375,0.000,1.331,-0.108,-0.048, 1.968, 0.136,-0.200, 0.656,-0.391, 0.016,-0.028,-0.293, 0.405, 3.768,-0.255,-0.184, 0.628, 0.058,-0.080, 0.000;
3.508,3.888,-8.744,-3.063,-1.793,-0.192, 0.453, 1.784,-0.556,0.000,-1.318,-0.104,-0.050, 1.991, 0.259,-0.082, 0.778,-0.512,-0.104,-0.150,-0.296, 0.403, 3.775,-0.253,-0.186, 0.628, 0.058,-0.080, 0.000;
3.520,3.464,-7.165,-3.690,-0.011,-0.196, 0.451, 1.800,-0.372,-0.186,1.322,-0.103,-0.050, 1.983, 0.139, 0.037, 0.651,-0.391,-0.225,-0.022,-0.299, 0.401, 3.783,-0.252,-0.188, 0.628, 0.059,-0.079, 0.000;
3.533,4.938,-6.696,-2.055,0.297,-0.203, 0.451, 1.784,-0.550,0.000,-1.304,-0.099,-0.052, 2.006, 0.264,-0.088, 0.775,-0.514,-0.101,-0.147,-0.302, 0.398, 3.790,-0.250,-0.190, 0.628, 0.060,-0.079, 0.000;
3.536,3.116,-7.179,-4.084,0.020,-0.208, 0.451, 1.784,-1.444,0.000,0.000,-0.095,-0.053, 2.008, 0.233,-0.120, 0.806,-0.483,-0.071,-0.178,-0.303, 0.398, 3.792,-0.250,-0.190, 0.628, 0.060,-0.079, 0.000;
3.558,3.077,-7.567,-4.162,-0.329,-0.214, 0.451, 1.784,-0.304,0.000,0.000,-0.094,-0.057, 2.022, 0.459,-0.344, 0.585,-0.707, 0.150, 0.043,-0.308, 0.394, 3.806,-0.247,-0.194, 0.628, 0.061,-0.078, 0.000;
3.570,-0.320,-8.248,-7.369,-1.199,-0.219, 0.449, 1.781,-0.359,-0.180,-0.273,-0.093,-0.057, 2.033, 0.330,-0.220, 0.710,-0.576, 0.024,-0.082,-0.311, 0.391, 3.814,-0.246,-0.196, 0.628, 0.061,-0.077, 0.000;
3.573,1.553,-8.000,-5.664,-0.783,-0.223, 0.449, 1.796,-1.484,0.000,5.196,-0.089,-0.058, 2.019, 0.299,-0.250, 0.678,-0.545, 0.054,-0.050,-0.312, 0.391, 3.816,-0.245,-0.196, 0.628, 0.062,-0.077, 0.000;
3.584,1.477,-8.328,-5.662,-1.189,-0.230, 0.449, 1.800,-0.593,0.000,0.321,-0.085,-0.060, 2.023, 0.414,-0.139, 0.557,-0.658,-0.059, 0.072,-0.315, 0.388, 3.823,-0.244,-0.198, 0.628, 0.062,-0.077, 0.000;
3.606,0.832,-6.695,-6.190,0.326,-0.234, 0.449, 1.800,-0.208,0.000,0.000,-0.086,-0.065, 2.036, 0.199,-0.358, 0.332,-0.440, 0.156, 0.296,-0.320, 0.384, 3.836,-0.241,-0.201, 0.628, 0.063,-0.076, 0.000;
3.618,1.447,-9.822,-5.380,-2.996,-0.239, 0.449, 1.816,-0.359,0.000,1.268,-0.084,-0.067, 2.029, 0.075,-0.235, 0.201,-0.314, 0.032, 0.427,-0.323, 0.382, 3.844,-0.240,-0.203, 0.628, 0.064,-0.075, 0.000;
3.631,2.963,-9.384,-3.700,-2.722,-0.243, 0.446, 1.816,-0.355,-0.178,0.000,-0.083,-0.067, 2.036, 0.203,-0.110, 0.074,-0.441,-0.095, 0.554,-0.326, 0.379, 3.852,-0.238,-0.205, 0.628, 0.064,-0.075, 0.000;
3.644,2.390,-7.561,-4.163,-1.008,-0.248, 0.446, 1.816,-0.344,0.000,0.000,-0.081,-0.070, 2.045, 0.074,-0.243, 0.207,-0.310, 0.036, 0.421,-0.329, 0.376, 3.860,-0.236,-0.207, 0.628, 0.065,-0.074, 0.000;
3.655,2.912,-9.540,-3.808,-2.820,-0.252, 0.446, 1.836,-0.401,0.000,1.781,-0.080,-0.072, 2.032, 0.187,-0.132, 0.091,-0.422,-0.076, 0.538,-0.332, 0.374, 3.867,-0.235,-0.209, 0.628, 0.066,-0.074, 0.000;
3.658,2.272,-7.970,-4.283,-1.415,-0.257, 0.446, 1.836,-1.470,0.000,0.000,-0.076,-0.073, 2.034, 0.157,-0.163, 0.060,-0.392,-0.046, 0.568,-0.333, 0.373, 3.869,-0.235,-0.209, 0.628, 0.066,-0.074, 0.000;
3.680,2.394,-8.355,-4.134,-1.826,-0.259, 0.446, 1.872,-0.103,0.000,1.664,-0.079,-0.078, 2.011, 0.377,-0.384,-0.188,-0.609, 0.172, 0.816,-0.338, 0.369, 3.883,-0.232,-0.212, 0.628, 0.067,-0.073, 0.000;
3.692,-0.762,-9.354,-6.957,-3.159,-0.263, 0.446, 1.872,-0.364,0.000,0.000,-0.077,-0.080, 2.019, 0.252,-0.262,-0.311,-0.483, 0.048, 0.940,-0.340, 0.366, 3.891,-0.230,-0.214, 0.628, 0.067,-0.072, 0.000;
3.705,0.732,-8.850,-5.357,-2.762,-0.268, 0.444, 1.867,-0.355,-0.178,-0.383,-0.075,-0.081, 2.032, 0.127,-0.137,-0.178,-0.356,-0.079, 0.806,-0.343, 0.363, 3.898,-0.228,-0.216, 0.628, 0.068,-0.072, 0.000;
3.708,2.565,-8.421,-3.705,-2.151,-0.270, 0.444, 1.887,-0.754,0.000,6.907,-0.074,-0.081, 2.013, 0.098,-0.167,-0.208,-0.326,-0.049, 0.836,-0.344, 0.363, 3.900,-0.228,-0.216, 0.628, 0.068,-0.072, 0.000;
3.719,2.661,-8.782,-3.518,-2.603,-0.275, 0.442, 1.903,-0.400,-0.200,1.388,-0.072,-0.081, 2.004, 0.212,-0.057,-0.325,-0.439,-0.161, 0.954,-0.347, 0.360, 3.907,-0.226,-0.218, 0.628, 0.068,-0.071, 0.000;
3.741,2.021,-7.184,-4.007,-1.156,-0.277, 0.442, 1.918,-0.102,0.000,0.702,-0.075,-0.086, 2.003,-0.006,-0.280,-0.555,-0.218, 0.060, 1.183,-0.351, 0.356, 3.921,-0.223,-0.221, 0.628, 0.069,-0.070, 0.000;
3.752,2.992,-10.271,-2.788,-4.492,-0.281, 0.442, 1.924,-0.373,0.000,0.468,-0.073,-0.089, 2.005, 0.116,-0.161,-0.428,-0.338,-0.061, 1.057,-0.354, 0.353, 3.929,-0.222,-0.222, 0.628, 0.070,-0.070, 0.000;
3.764,2.384,-8.808,-3.536,-2.889,-0.283, 0.440, 1.933,-0.189,-0.189,0.811,-0.073,-0.089, 2.003,-0.001,-0.045,-0.305,-0.219,-0.179, 0.933,-0.357, 0.350, 3.936,-0.220,-0.224, 0.628, 0.070,-0.069, 0.000;
3.776,4.126,-8.284,-1.918,-2.240,-0.286, 0.440, 1.954,-0.189,0.000,1.780,-0.074,-0.092, 1.989, 0.119,-0.165,-0.424,-0.337,-0.060, 1.052,-0.359, 0.348, 3.943,-0.218,-0.226, 0.628, 0.071,-0.069, 0.000;
3.788,2.512,-8.965,-3.362,-3.090,-0.288, 0.437, 1.969,-0.186,-0.186,1.248,-0.074,-0.092, 1.982,-0.001,-0.046,-0.546,-0.216,-0.182, 1.174,-0.362, 0.345, 3.951,-0.217,-0.227, 0.628, 0.071,-0.068, 0.000;
3.801,4.013,-8.249,-1.708,-2.528,-0.292, 0.437, 1.969,-0.356,0.000,0.000,-0.072,-0.095, 1.989, 0.128,-0.174,-0.414,-0.343,-0.055, 1.042,-0.365, 0.342, 3.959,-0.215,-0.229, 0.628, 0.072,-0.068, 0.000;
3.813,2.378,-9.139,-3.508,-3.253,-0.295, 0.435, 1.984,-0.177,-0.177,1.174,-0.073,-0.096, 1.983, 0.002,-0.049,-0.285,-0.215,-0.182, 0.914,-0.367, 0.339, 3.967,-0.213,-0.231, 0.628, 0.073,-0.067, 0.000;
3.826,4.204,-8.486,-1.797,-2.485,-0.297, 0.435, 2.005,-0.182,0.000,1.739,-0.073,-0.099, 1.969, 0.127,-0.175,-0.412,-0.338,-0.058, 1.040,-0.370, 0.336, 3.974,-0.211,-0.232, 0.628, 0.073,-0.066, 0.000;
3.838,2.563,-9.283,-3.261,-3.460,-0.299, 0.433, 2.020,-0.176,-0.176,1.148,-0.074,-0.100, 1.962, 0.001,-0.048,-0.542,-0.210,-0.186, 1.170,-0.373, 0.333, 3.982,-0.209,-0.234, 0.628, 0.074,-0.066, 0.000;
3.850,4.195,-8.434,-1.469,-2.770,-0.301, 0.431, 2.034,-0.187,-0.187,1.206,-0.074,-0.100, 1.955, 0.122,-0.169,-0.662,-0.330,-0.066, 1.290,-0.375, 0.331, 3.990,-0.208,-0.236, 0.628, 0.074,-0.065, 0.000;
3.862,2.575,-9.161,-2.941,-3.645,-0.304, 0.429, 2.034,-0.184,-0.184,0.000,-0.074,-0.101, 1.963, 0.001,-0.049,-0.533,-0.207,-0.189, 1.162,-0.378, 0.328, 3.998,-0.206,-0.237, 0.628, 0.075,-0.065, 0.000;
3.874,4.319,-8.467,-1.357,-2.791,-0.306, 0.429, 2.056,-0.190,0.000,1.835,-0.074,-0.104, 1.949, 0.121,-0.169,-0.415,-0.325,-0.070, 1.043,-0.380, 0.325, 4.005,-0.204,-0.239, 0.628, 0.075,-0.064, 0.000;
3.886,2.910,-9.430,-2.846,-3.673,-0.308, 0.426, 2.070,-0.181,-0.181,1.147,-0.074,-0.104, 1.943,-0.001,-0.047,-0.539,-0.201,-0.194, 1.167,-0.383, 0.322, 4.013,-0.202,-0.240, 0.628, 0.076,-0.064, 0.000;
3.899,4.447,-8.525,-1.158,-2.920,-0.310, 0.424, 2.084,-0.171,-0.171,1.068,-0.075,-0.105, 1.937, 0.131,-0.179,-0.669,-0.332,-0.063, 1.297,-0.385, 0.319, 4.021,-0.200,-0.242, 0.628, 0.076,-0.063, 0.000;
3.912,2.780,-9.416,-2.669,-3.967,-0.312, 0.422, 2.092,-0.183,-0.183,0.646,-0.075,-0.106, 1.937, 0.010,-0.058,-0.543,-0.209,-0.186, 1.171,-0.388, 0.316, 4.029,-0.198,-0.244, 0.628, 0.077,-0.062, 0.000;
3.923,4.428,-8.628,-1.153,-3.047,-0.315, 0.420, 2.106,-0.190,-0.190,1.175,-0.075,-0.107, 1.930, 0.130,-0.177,-0.423,-0.326,-0.068, 1.052,-0.390, 0.313, 4.036,-0.197,-0.245, 0.628, 0.077,-0.062, 0.000;
3.935,3.010,-9.577,-2.678,-3.889,-0.317, 0.417, 2.106,-0.185,-0.185,0.000,-0.075,-0.107, 1.938, 0.010,-0.057,-0.296,-0.205,-0.189, 0.924,-0.392, 0.310, 4.043,-0.195,-0.246, 0.628, 0.077,-0.061, 0.000;
3.948,4.734,-8.761,-1.113,-2.914,-0.319, 0.417, 2.136,-0.181,0.000,2.476,-0.075,-0.110, 1.915, 0.136,-0.183,-0.425,-0.329,-0.065, 1.053,-0.395, 0.307, 4.051,-0.193,-0.248, 0.628, 0.078,-0.061, 0.000;
3.961,3.188,-9.749,-2.450,-4.111,-0.319, 0.415, 2.150,0.000,-0.174,1.060,-0.078,-0.111, 1.909, 0.007,-0.055,-0.556,-0.198,-0.194, 1.185,-0.397, 0.304, 4.059,-0.191,-0.250, 0.628, 0.078,-0.060, 0.000;
3.973,4.765,-8.725,-0.716,-3.244,-0.321, 0.411, 2.154,-0.178,-0.356,0.364,-0.078,-0.110, 1.913, 0.135, 0.069,-0.427,-0.324,-0.320, 1.056,-0.399, 0.301, 4.067,-0.189,-0.251, 0.628, 0.079,-0.059, 0.000;
3.985,3.945,-7.234,-1.684,-1.605,-0.324, 0.408, 2.176,-0.187,-0.187,1.833,-0.078,-0.111, 1.898, 0.016,-0.053,-0.549,-0.203,-0.199, 1.177,-0.402, 0.298, 4.075,-0.187,-0.252, 0.628, 0.079,-0.059, 0.000;
